x,y,species_0 cloglog values
1.0,1.0,0.107081786
2.0,2.0,0.84678906
3.0,3.0,0.03537289
4.0,4.0,0.032435555
5.0,5.0,0.40601996
6.0,6.0,0.39162278
7.0,7.0,0.9491065
8.0,8.0,0.052842084
9.0,9.0,0.01970083
10.0,10.0,0.4034403
11.0,11.0,0.25785363
12.0,12.0,0.7622693
13.0,13.0,1.1355695E-4
14.0,14.0,0.06001361
15.0,15.0,0.8954348
16.0,16.0,0.85468614
17.0,17.0,0.68547016
18.0,18.0,0.54444724
19.0,19.0,0.2335775
20.0,20.0,0.006862106
21.0,21.0,0.5346584
22.0,22.0,0.78503305
23.0,23.0,0.12167455
24.0,24.0,0.30289364
25.0,25.0,0.11287273
26.0,26.0,0.87899554
27.0,27.0,0.30749515
28.0,28.0,0.735043
29.0,29.0,0.11775445
30.0,30.0,0.719727
31.0,31.0,4.2178304E-4
32.0,32.0,0.32496023
33.0,33.0,0.5960642
34.0,34.0,0.35087764
35.0,35.0,0.09779052
36.0,36.0,0.12510526
37.0,37.0,2.8656248E-4
38.0,38.0,3.308497E-4
39.0,39.0,0.72086006
40.0,40.0,4.3614506E-4
41.0,41.0,0.21394451
42.0,42.0,0.101943016
43.0,43.0,0.26323316
44.0,44.0,0.81295174
45.0,45.0,4.669615E-6
46.0,46.0,0.06743974
47.0,47.0,0.045975883
48.0,48.0,0.34861398
49.0,49.0,0.53437674
50.0,50.0,0.012561718
51.0,51.0,0.14942156
52.0,52.0,0.8553396
53.0,53.0,0.24490133
54.0,54.0,0.1539835
55.0,55.0,0.24270655
56.0,56.0,0.13120502
57.0,57.0,0.84823054
58.0,58.0,9.3104776E-5
59.0,59.0,0.10675647
60.0,60.0,0.28197852
61.0,61.0,0.2103597
62.0,62.0,0.5940021
63.0,63.0,0.27418393
64.0,64.0,1.3618708E-6
65.0,65.0,0.35452342
66.0,66.0,0.806213
67.0,67.0,0.07531615
68.0,68.0,0.123530604
69.0,69.0,0.061658833
70.0,70.0,0.7296734
71.0,71.0,0.28259403
