x,y,species_7 cloglog values
1.0,1.0,0.008303705
2.0,2.0,0.021385789
3.0,3.0,0.019465426
4.0,4.0,0.34050977
5.0,5.0,0.8834609
6.0,6.0,0.2095891
7.0,7.0,0.11815595
8.0,8.0,0.008881936
9.0,9.0,0.5237863
10.0,10.0,0.27465844
11.0,11.0,0.024233801
12.0,12.0,0.12280329
13.0,13.0,0.079430185
14.0,14.0,0.0017492212
15.0,15.0,0.027115054
16.0,16.0,0.72240883
17.0,17.0,0.18280993
18.0,18.0,0.278255
19.0,19.0,0.017973773
20.0,20.0,0.2490897
21.0,21.0,0.027132425
22.0,22.0,4.2747866E-4
23.0,23.0,0.25516135
24.0,24.0,0.16767788
25.0,25.0,0.1472512
26.0,26.0,0.1771921
27.0,27.0,0.032838758
28.0,28.0,0.001411606
29.0,29.0,0.023166126
30.0,30.0,0.0012301138
31.0,31.0,0.33813944
32.0,32.0,0.31611365
33.0,33.0,0.5412361
34.0,34.0,0.07951556
35.0,35.0,0.3400953
36.0,36.0,0.1182063
37.0,37.0,0.4869451
38.0,38.0,0.93214643
39.0,39.0,0.026037596
40.0,40.0,0.01043073
41.0,41.0,0.073072396
42.0,42.0,0.019657006
43.0,43.0,8.6788605E-5
44.0,44.0,0.005741603
45.0,45.0,0.46104166
46.0,46.0,0.8156287
47.0,47.0,0.0030236698
48.0,48.0,0.018190496
49.0,49.0,0.01867981
50.0,50.0,0.028750632
51.0,51.0,0.07249298
52.0,52.0,1.9921765E-4
53.0,53.0,0.72226197
54.0,54.0,0.64451855
55.0,55.0,0.015650092
56.0,56.0,0.027299581
57.0,57.0,0.7793513
58.0,58.0,0.052709635
59.0,59.0,0.43142757
60.0,60.0,0.22934902
61.0,61.0,0.19904345
62.0,62.0,0.574257
63.0,63.0,0.4273116
64.0,64.0,0.24345964
65.0,65.0,0.012766562
66.0,66.0,0.7357538
67.0,67.0,0.005851286
68.0,68.0,0.81877184
69.0,69.0,0.05372932
70.0,70.0,0.011615138
71.0,71.0,0.005021649
72.0,72.0,0.4216976
73.0,73.0,0.57204086
74.0,74.0,0.18482271
75.0,75.0,0.15189211
76.0,76.0,0.010984142
77.0,77.0,0.797499
78.0,78.0,0.20202936
79.0,79.0,0.17393959
80.0,80.0,0.0050626053
81.0,81.0,0.0024639666
82.0,82.0,0.9907368
83.0,83.0,0.016080704
84.0,84.0,0.361044
85.0,85.0,0.2628959
86.0,86.0,0.011323067
87.0,87.0,0.3776328
88.0,88.0,0.11458049
89.0,89.0,0.07166781
90.0,90.0,0.02050537
91.0,91.0,0.022130847
92.0,92.0,0.004470396
93.0,93.0,0.020506855
94.0,94.0,0.033312444
95.0,95.0,0.019865664
